at,csho,dltt,ebit,ebitda,ni,prcc_c,prch_c,prcl_c,exchg
15068,319.8,7882,3402,3828,2521,179.63,182.34,122.5825,11
206.905,53.85,188.625,-8.02,-1.324,-25.124,0.4259,1.9,0.39,14
671.722,212.41,267.734,-324.838,-321.016,-357.19,21.16,22.2206,11.55,14
42187,743.902,5104,2183,3781,2200,34.35,40.59,31.51,12
20492.3,238.305,5317.3,2235.5,2628,1410.9,132.92,138.33,89.09,11
2021.5,37.784,1064.1,191.1,249.5,82.4,11.83,12.39,6.05,11
995.513,30.716,299.882,64.315,100.215,-20.892,22.37,23.645,14.12,14
2074.939,46.806,1093.749,133.619,195.467,37.287,20.33,25.5,10.19,11
136524,4290,25683,22428,33254,21048,59.85,60.48,42.86,14
44.24,8.925,0.46,13.382,14.394,10.969,39.94,56.24,13,11
1423.049,58.416,658.68,143.85,191.25,79.2,16.59,19.4,10.37,14
152186,887.11,57981,10849,16908,9431,134.04,152.95,111.69,11
13287.411,106.787,4253.33,784.131,1105.194,455.873,129.02,152.95,104.86,11
6917,99.2,4317,884,1077,221,28.94,39.52,21.32,11
1612.082,30.701,374.73,51.735,128.829,20.928,54.49,74.03,47.02,14
33471,392.116,9901,2545,3846,1225,46.05,48.24,36.45,11
163269,2025,60350,8683,12001,5705,51.63,52.17,41.64,11
17751.9,387,4201.5,1119.9,1398.4,656,23.1,23.98,19.56,11
852.126,33.662,258.004,2.006,17.569,-53.327,9.02,11.63,4.13,11
4808.9,34.215,1278.8,380,452.2,262.9,92.1,93.95,52.58,11
11462.711,132.879,1201.245,760.086,929.355,847.184,89.83,98.08,56.94,11
4830.358,56.22,499.089,462.415,554.502,325.14,86.3,93.54,58.05,11
388.075,12.555,27.948,-14.853,-8.464,-14.304,,,,11
43516.115,,6263.648,1796.671,1875.571,246.029,,,,0
157728,2632.507,27210,21121,28130,15119,145.87,147.84,125,11
42287,777.631,6708,1223,2048,5674,40.71,44.82,29.16,11
9008.516,159.475,3173.383,1429.573,1589.565,1175.617,178.17,179.95,85.69,14
74157,2264.936,32204,3928,6339,2190,21.17,21.495,15.1,11
229.365,1.999,53.5,4.038,40.194,3.476,151.26,184.2,70.53,14
1418.943,27.839,198.798,63.618,89.472,209.829,65.92,68.24,54.41,11
5219.865,9.683,0,29.45,36.183,24.427,33.55,37.1,31.3,19
9786.8,96.116,3313.7,1050.1,1400.8,538.9,153.16,156.98,92.8,11
25975.9,226.641,8895.8,1217.7,2079.4,669.9,65.09,67.81,54.57,11
17564,341.543,7628,1757,2241,960,69.16,69.32,51.34,11
2480.6,39.1,45.4,90.8,121.5,112.4,22.58,28.91,20.24,14
2480.6,39.1,45.4,90.8,121.5,112.4,22.58,28.91,20.24,14
2656.269,82.421,592.474,345.7,457.752,241.925,36.89,42.03,27.4919,11
83.929,2.751,7.893,-1.677,0.977,-4.687,13.45,34.837,12.7,14
238.31,10.76,30.447,6.49,13.788,-7.982,5.44,7.3,4.8301,14
364.666,36.812,0.136,52.958,69.535,39.344,20.67,22.4,13.49,14
15283,341.448,6487,3296,4213,2157,137.55,143.5,107.44,11
6079.097,59.959,1509.208,239.074,458.706,142.347,89.53,90.08,65.24,11
23.235,7.405,2.582,0.434,0.864,0.434,1.54,2.8995,1.3,14
45256,788,18616,2646,5295,1659,28.99,29.97,20.7,11
28886.34,243.985,4752.035,1922.299,2493.756,1371.58,79.411,83.683,66.577,19
1079.616,63.172,14.207,23.224,43.528,11.653,27.2,27.48,18.8,14
30205.404,362.433,713.896,1014.531,1876.482,1001.102,68.829,68.953,50.005,19
201.1,25.967,39.541,4.028,14.25,-16.339,6.05,6.4611,2.48,14
1088.489,29.274,461.038,-29.187,39.138,-63.417,4.2,7.85,2.81,11
1434.889,45.857,270.162,141.265,172.283,77.469,31.48,37.48,26.87,11
7619.2,50.974,2082.6,302.7,482.1,184.6,83.31,88,71.67,11
12001.333,144.433,3822.768,2483.25,2792.531,2191.43,292.4,299.39,131.35,14
905.399,27.491,1.951,176.387,207.737,150.549,160.1,180.11,133.77,14
204.429,9.044,11.775,9.066,14.959,7.221,52.1,55.885,28.15,14
555.202,57.646,429.391,81.707,111.039,14.268,1.42,3.69,1.2,14
4816.4,131.8,2188.1,523,703.8,333.8,50.83,55.4185,34.95,11
8006.12,87.782,2251.47,597.178,664.556,251.367,35.91,40.27,24.97,11
29359.511,315.893,7014.438,2461.181,2639.216,1849.052,55.79,62.63,38.43,11
29359.511,315.893,7014.438,2461.181,2639.216,1849.052,55.79,62.63,38.43,11
49460.234,291.644,7785.861,1551.311,1705.619,964.696,21.37,21.79,16.8429,11
39286.1,907.526,14304.6,5874.1,6914.6,8318.4,131.43,137,101.36,11
10125,277,8552,978,1566,-366,18.12,29.69,15.8,11
2371.213,60.592,751.378,390.91,472.397,293.109,96.73,98.32,75.5,14
334761,196.669,6588,1419,1486,886,59.01,67.52,49.7,11
47528,280,12259,8427,9616,6230,389.38,399.96,256.79,11
82243,290.97,12150,1510,2453,932,52.49,56.2,44.17,11
6612.403,249.631,3214.005,-1985.08,-200.895,-1716.297,4.85,12.14,3.26,11
1835,111.945,384,73,196,-5,29.67,30.34,20.7114,11
39471,763,20711,6314,7724,4281,119.76,121.46,90.23,11
186,29.979,45.512,-17.519,-3.521,-15.226,2.2,2.36,1.07,11
785.937,17.623,281.137,31.806,80.406,-70.513,20.52,31.71,17.9,11
39.217,4.933,0,3.439,3.932,7.016,15,15.86,6,12
3338.356,62.575,785.343,284.331,307.131,238.312,38.16,46.84,25.5741,11
7683.059,200.384,2310.309,481.875,737.892,335.453,29.71,29.83,23.355,11
1297.977,19.124,484.648,84.133,122.108,43.067,48.03,63.31,39.39,14
2081.664,34.668,541.616,110.91,182.472,86.874,78.82,80.84,56.737,14
25790,303.25,4663,2367,3712,1765,54.84,57.09,42.51,11
1617.7,35.375,346,112.4,147.7,46.6,17.5,19.77,10.4899,11
20245,796,5608,437,2932,480,13.58,18.93,11.06,11
1359.186,30.947,459.345,71.348,143.592,42.017,31.77,45.82,30.46,11
0.969,2,0,0.613,0.613,0.634,1.88,3,1.76,14
12305,713.4,4377,840,,920,18.55,20.345,15.51,14
31357,503.629,12667,3342,3989,1742,111.41,113.94,77.85,11
5027,275.6,2933,1110,1240,933,47.99,48.36,28.62,11
62.474,8.756,1.6,-1.727,-1.545,0.681,4.35,4.5,3,19
57791.61,2332.962,10746.188,2664.093,5989.39,2097.601,9.473,9.85,7.546,19
5325.226,346.8,3117.604,136.127,380.645,-213.512,13.55,17.265,9.06,14
39.119,19.238,1.035,-0.796,0.616,-10.366,11.25,12.48,9.64,11
68.789,2.016,0,2.453,4.414,1.515,30.7542,43.662,30.75,14
10362.1,132.9,3625.8,978.5,1126.1,704.6,169.73,173.31,119,11
10362.1,132.9,3625.8,978.5,1126.1,704.6,169.73,173.31,119,11
8737,193,304,-220,-5,-2909,0.6766,10.99,0.53,19
47510.8,746.3,46875.9,8885.9,10278.1,6025.4,197.61,221.93,173.41,11
1309.875,24.296,303.376,141.372,230.848,96.806,76.54,80.47,48.2,14
11348,244,4568,3227,3431,2123,273.05,275.75,163.99,11
61247,162,7995,3210,3993,900,138.32,154.79,109.16,11
5.751,9.571,0.776,0.259,0.346,0.323,0.67,1.7,0.61,14
165.372,14.586,0,9.47,11.07,10.196,11.67,14.64,10.51,14
90689,1341.075,22795,5724,8387,4789,113.45,115.94,81.6637,11
222449,1302,83625,12702,17073,6634,74.29,77.03,51.72,11
84397,2539.017,23504,14526,17972,9843,90.95,92.64,72.05,11
6136.9,45.2,2333.3,424.4,672,46.3,32.47,60.95,30.69,11
420.206,4.387,141.54,18.215,31.086,1.349,249.4,268.47,181.21,14
2.84,1.864,0,1.605,1.605,1.635,6.95,15,6.284,11
23.647,13.12,0,29.773,29.773,30.056,23.54,32.39,21.31,11
1370.6,37.091,358.1,147.1,195.4,123.4,39.35,41.7,22.64,11
154.485,11.753,40.563,7.252,9.995,3.743,27.04,41.61,23.71,12
10.071,2.04,0.768,-0.063,0.818,-0.099,3.94,6.68,2.76,12
28.473,27.157,3.114,4.801,5.784,3.607,8.65,14.54,8.17,14
3838.095,146.803,4002.281,572.606,698.105,272.595,8.09,16.385,4.96,14
48887,1106,4541,7425,12765,6313,53.78,56.11,30.75,14
51723.912,199.149,17313.378,1680.524,3561.342,1258.244,119.8,122.09,83.235,11
909.878,17.434,236.509,35.52,52.236,33.888,63.57,67.69,51.02,14
2053.9,58.793,718.7,206.2,285.7,-9.1,41.65,49.8749,29.62,14
1739.693,38.841,371.026,224.29,261.909,136.44,126.36,128.18,90.81,11
44659,575.185,18236,7068,8661,4570,176.42,219.75,150.58,11
5482.8,51.679,1422.7,179.8,381.8,185.6,81.17,88.6,72.5,11
1536.1,50.9,502.3,97.1,174.2,-2.2,7.7,16.67,6.58,11
1871.948,96.399,691.534,91.392,93.292,29.8,14.48,15.5,11.88,11
910.867,41.868,97.602,105.85,152.75,72.921,75.03,75.18,46.705,14
3114.237,34.695,832.984,294.726,379.731,179.748,85.33,98.52,73.99,11
3114.237,34.695,832.984,294.726,379.731,179.748,85.33,98.52,73.99,11
10642,170.5,5610,1650,2044,868,161.14,182.28,110.61,11
11718.504,152.935,3324.705,470.612,1686.933,1149.732,26.8,31.13,17.04,11
130.879,2.31,170.853,15.196,20.131,1.457,37.4488,38.6,28.95,14
353.139,35.711,81.25,38.006,61.203,24.333,16.68,19.55,14.64,11
31255.5,516.149,11390,1578.2,3278.7,16.8,20.1,32.23,16.63,14
2434079,8836.149,226798,47360,49089,27430,35.22,35.72,24.01,11
8987,127.7,3671,672,985,564,35.16,35.41,22.43,11
557.492,48.756,0.5,5.075,8.76,25.844,3.91,5.4532,3.04,11
17.26,11.74,1.57,-2.403,-2.274,-2.339,3.024,3.69,1.7,14
85.908,18.478,0,13.466,14.864,12.223,29.39,34.91,14.237,14
105.282,4.141,154.672,27.172,28.405,13.435,70.88,82.18,63.13,14
6462.157,86.315,2133.718,511.809,787.469,304.29,46.54,61.71,42.98,11
1286.648,15.332,193.629,52.173,94.592,68.211,86.43,89.545,70.89,12
23351,104.197,15438,1679,2529,-232,38.03,39.3675,16.77,11
448.902,17.033,105.029,19,26.4,15.189,13.23,17.125,10.94,11
410.253,7.007,3.001,46.38,50.069,42.22,88.39,133.12,80.39,11
213.068,19.41,20.213,18.5,29.099,6.765,8.93,10.7277,6.89,14
4372.985,89.999,1537.177,153.935,245.665,169.505,44.57,51.2,40.32,11
2089.138,166.175,55.136,181.524,242.185,139.966,32.17,36.25,21.34,11
15642,423.5,5932.7,844.4,1290.4,106.6,19.22,22.06,13.04,14
39974,808,6781,1541,3781,2805,43.45,44.08,29.768,11
900.079,89.738,180.484,29.087,76.231,-12.946,6.27,9.675,5.25,11
31342,1558,12319,3115,3836,2539,101.31,101.79,71.21,11
213881.155,3635.196,23643.74,16267.318,28239.733,7948.761,50.738,51.882,40.746,19
58.421,3.664,0,8.301,8.464,8.81,24,26.5,18.8,19
20647,484.934,7641,-1756,441,-1512,24.84,28.4,17.98,14
3516.447,57.6,1084.917,486.291,596.535,337.091,162.84,168.975,111.85,14
9737,155.6,4551,816,1477,496,40.93,49.98,25.01,11
37923,257.905,12601,3957,5095,2722,194.13,211.46,143.6,11
444.773,6.966,29.596,-25.269,-6.418,39.632,46.83,66.4,31.92,11
847.308,23.02,133.957,42.868,59.059,42.699,21.74,40.205,18.045,11
1.591,9.191,0,7.564,7.564,7.578,5.91,7.75,5.25,11
41123.915,329.881,14360.35,1830.135,2715.413,909.053,85.07,86.55,63.1,11
22659.8,382.136,7907.8,1071.6,1789,383.1,27.84,30.67,24.69,11
50448,524.539,19033,2104,3869,1372,63.49,66.05,47.7,14
136828.4,209.709,4102,3201.6,3660.5,1492.2,106.24,110.48,81.75,14
41089,167.848,14078,3969,4987,2248,343.97,383.89,237.0804,11
3195.6,70.4,1273.5,364.9,406.3,54.4,29.78,38.57,22.84,11
3428.454,30.472,806.796,143.474,234.97,61.735,73.73,74.13,57.2,11
5910.702,50.452,2253.023,276.85,449.773,202.12,71.67,76.72,57.33,14
1927555,4134.426,193842,33047,40122,19549,53.8,54.75,43.34,11
18864.091,2352,451.884,7939.131,8608.623,5849.562,57.88,58.63,46.1,11
18344.666,301.812,4366.178,1899.121,2633.774,1271.143,56.28,62.31,46.1,11
797.411,20.53,411.825,15.096,15.597,41.135,22.65,23.99,17.23,14
109330,894.112,39391,3913,9894,-667,41.21,68.83,37.25,11
38.286,9.443,4.412,4.614,5.884,3.499,3.31,3.9862,2.9,14
2740.663,98.931,957.504,-116.647,132.067,-348.444,14.91,21.29,11.38,11
101.957,40.713,11.995,-4.287,-1.947,-5.61,4.99,6.69,3.33,14
42301,540.652,19859,2510,3651,912,48.6,49.07,36.29,11
205.227,7.61,3.052,10.412,23.742,12.611,36.25,38.7865,25.4,11
11024.3,200.1,3241,504.3,859.3,433.6,44.47,45.77,38.04,11
9187.8,157.7,3642.1,249.1,805.2,-11.3,17.25,27.32,15.38,11
774.629,19.251,437.944,35.87,,18.011,27.19,31.78,23.02,11
21812.121,413.239,12517.562,1916.928,2393.463,1278.577,75.67,77.21,52.72,11
2273.595,40.158,707.774,134.88,212.966,86.847,51.29,57.74,45.94,14
1175.467,85.714,579.584,34.258,71.142,8.675,2.3,2.715,1.46,11
3643.084,62.843,1625.495,105.426,202.172,-62.371,5.17,8.43,2.43,11
10006,109,3124,839,1287,405,65.12,68.72,42.83,11
9610,155.874,5573,675,1119,-400,11.93,20.78,8.26,11
1033.369,17.04,291.886,97.06,137.347,68.493,75.42,85.36,63.73,11
61.743,3.143,3.07,-0.812,1.457,4.911,7.085,9,5.4,14
410295,433,37344,8048,9363,5369,159.63,161.79,114.85,11
17708,235.68,5161,1954,2465,1243,133.49,134.36,96.82,11
28361.1,346.3,5618.4,3205.4,4282.7,2387.9,79.1,83.41,55.84,14
85196,529.237,1730,2879,6113,-7642,10.87,25.19,3.55,11
65665,291.713,21230,2627,4196,2198,151.48,154.47,106.09,11
,17.722,,,,,7.79,9.2968,6.8,11
189.612,16.629,63.435,-10.764,-4.745,-15.571,30.74,31.75,19.78,11
,56.831,,,,,32.44,33.9,29.01,11
171.786,20.519,0.268,10.741,12.285,9.552,16.27,23.3,14.88,11
1310.4,12.666,598.8,91.1,125.3,38.6,33.65,38.77,25.735,14
682.848,15.045,196.916,42.031,128.632,-83.739,22.5,24.09,0.21,19
17576.69,128.48,6520.831,2117.877,2548.716,1512.364,205.82,212.05,143.8,11
1470.993,23.754,736.821,152.042,214.837,89.566,52.43,55.865,28.79,14
239.318,12.533,105.235,11.206,61.928,13.288,10.04,15.24,8.7,12
8550.7,358.8,893.7,1460.5,1670.2,1098.1,85.06,88.43,63.3314,14
70130,90.304,2439,1130,1389,897,109.65,111.855,88.7,11
1218.238,15.136,557.26,177.616,352.185,70.589,30.35,58.28,23,14
7989,320.5,4682,25,569,-268,1.12,1.915,0.5301,19
45680,767.233,20799,2845,4044,1746,35.88,36.28,27.8,11
2351.267,77.55,1695.984,19.428,,-10.872,5.33,7.925,4.34,11
4139.5,168.293,1090.2,481.1,561.1,355.7,45.87,46.45,34.5,11
78547,1391,30266,10714,13146,7314,136.67,140.45,106.73,14
4485.777,50.279,742.322,143.864,208.908,-387.69,12.86,20.516,9.24,11
3.287,46.609,0,19.398,19.398,19.421,3.86,8.5,3.5,11
4448.68,61.617,1193.005,56.076,716.944,-56.672,26.17,47.29,19.57,14
167489,5534,37003,14247,20257,16273,39.18,44.5613,33.97,11
124977,972.584,33026,4690,8942,2936,45.59,51.18,43.415,14
9361.985,220.759,2954.972,382.483,540.662,224.543,46.94,47.33,32.7,11
49271,1857.982,27042,10533,10759,-1293,49.91,57.88,39.301,11
10351.348,216.056,3665.845,872.108,1670.521,444.02,19.99,26.33,19.25,11
30316.887,890.974,5541.338,1951.476,3286.873,1309.588,48.8,49.25,32.98,11
70514,1084.868,15375,6330,13372,7189,65.03,71.01,50.13,11
13631,72.293,4235.8,856.9,1171.6,417.3,105.15,134.24,67.41,11
909.309,9.118,284.207,64.917,91.017,52.307,40.79,41.88,21.967,14
909.309,9.118,284.207,64.917,91.017,52.307,40.79,41.88,21.967,14
154.562,23.609,10.642,-9.864,7.812,-34.067,25.41,29.29,13.87,14
1628.719,13.717,232.169,145.147,158.805,111.711,79.94,82.5453,64.66,11
5466.9,170.449,2905.252,227.739,386.881,194.609,4.03,8.32,3.14,11
37.708,1.873,23.797,1.474,1.711,0.947,9,11.2,5.1,12
2257.174,40.408,1656.838,-28.639,201.161,-827.182,27.34,53.92,22.795,11
9076,1253.766,1876.3,972.3,1734.6,718.6,4.74,5.47,3,11
6.592,8.928,0,-2.996,-2.292,-3.844,0.91,4.2,0.78,14
2235.059,67.221,722.973,87.107,157.524,55.661,43.27,44.695,29.79,14
467.411,11.567,0.8,10.522,22.554,9.89,48.99,50.805,24.6,14
115095,2504.751,20395,14566,17390,3897,124.9,126.6,89.08,11
7298.774,79.654,2630.063,146.29,414.098,77.89,50.71,52.98,39.71,11
47730,504,14016,1959,3207,1693,59.05,63.88,49.97,11
10715.597,270.235,2835.121,1348.353,1402.352,1016.7,38.8,41.22,25.1,11
83.721,23.827,0,2.998,4.279,4.811,12.59,12.88,9.2,14
487.54,15.635,0.636,-50.945,-46.296,-42.689,40.14,51.95,32.43,11
2850.316,17.735,913.71,120.387,165.282,31.622,164.52,224.3,141.79,11
720.116,66.134,167.823,21.35,69.143,7.498,16.07,21.12,13.6,14
126.477,14.269,5.178,6.026,7.154,-5.162,7.16,7.21,4.35,14
96.173,13.004,38.871,6.567,8.155,4.058,3,4.82,2.68,14
38830,137.842,2439,1544,1656,1034,89.46,92,71.39,11
1053.218,214.423,28.378,-35.722,136.878,-87.111,5.24,13.11,3.3,11
5630.954,129.511,2702.981,572.321,726.421,304.385,76.76,76.83,51.95,11
247.037,5.623,1.866,29.246,46.863,26.056,90.3,104,68.2,14
403.257,35.771,2.852,40.351,56.592,35.196,34.46,41.39,27.32,14
34566,278.4,3967,4804,5409,3343,219.74,222.06,149.26,11
16.995,9.273,8.346,-1.028,-0.126,-1.742,1.53,1.99,1.33,12
4430.7,40.8,1187.9,338.1,472.6,238.9,85.61,87.31,67.74,11
682.837,36.869,118.91,3.12,40.968,-14.226,17.87,23.27,14.5,11
10543.3,89.349,1883.5,798.5,979,450,48.63,53.19,32.83,11
150.72,13.135,1.941,-1.654,1.794,-1.838,5.63,8.87,5,14
9452.369,54.716,5806.941,205.049,533.326,-452.174,15.47,23.88,5.04,11
258.354,8.073,103.371,11.596,19.05,8.698,28.58,31,25.6301,14
6113,115.7,1956.4,1361.6,1513.8,695.8,202.67,207.11,143.91,11
37019,504.925,17462,3724,6212,2043,64.48,73.82,60.06,11
1273.181,18.577,129.474,115.225,164.387,47.319,124.73,206.43,93.31,11
1744.376,327.431,414.651,320.098,401.209,203.347,33.16,43.91,31.36,11
9348.367,356.775,2923.419,2146.182,2497.074,1660.928,116.42,117.58,81.8,14
2544.151,65.44,214.554,140.707,303.763,93.825,122.25,138.78,80.65,14
14475.334,53.278,6921.585,341.148,2228.077,-24.41,54.31,67.65,44.9,11
2151.37,149.745,38.45,460.992,541.617,501.426,65.48,67.14,44.18,14
3132.47,28.457,1283.597,73.247,138.839,23.403,71.06,74.47,53.89,11
6.912,14.579,0,43.87,43.87,44.036,40.3,52.5859,37.46,11
107.577,20.643,2.38,-9.982,-9.174,54.561,10.98,12.91,8.36,11
6.532,46.609,0,8.065,8.065,8.091,2.54,5.93,2.11,11
56312,1384.515,15687,3006,5888,-10137,40.2,48.88,30.65,11
2033.6,34.186,295.8,-31.4,32.3,-43.8,38.45,45.8,31.38,14
6285,1.165,1149,104,242,283,4250.55,4743.71,3450.53,12
184.011,87.307,18.505,13.212,15.554,13.9,7.13,9.125,1.81,14
5765.2,154.513,3764.3,743,893.9,263,39.83,47.13,34.34,11
113.593,8.781,2.967,1.725,4.356,-3.777,18,29.59,16.81,14
1052.433,65.758,202.928,51.521,91.467,31.871,52.9,57.96,39.5417,14
13677.43,181.185,3565.621,637.352,814.001,369.596,46.03,48.695,38.92,11
49.47,2.4,5.17,3.05,4.318,2.109,10.06,13.7,9.5,12
1860.691,49.671,1042.494,97.046,256.699,54.935,41.61,51.18,29.61,14
20496.2,92.145,9421.4,2448.4,3023.3,1541.3,583.54,597,371,11
96.099,5.777,2.052,-6.285,1.24,-7.506,3.95,4.2,2.305,12
631.223,400.339,44.534,-55.16,-26.086,-59.747,1.27,2.14,1.02,11
3058,162.372,315.9,465.1,543.4,370,47.64,56.66,40.38,11
16970.4,114.073,5496.8,1304.4,1749.9,779.5,104.13,128.43,91.95,11
5693.5,54.65,994.4,950.7,1043.1,693.5,169.4,174,141.5,11
144988,977.189,12186,3157,3157,1717,20.24,20.525,14.495,11
5126.289,100.198,1447.127,535.391,773.511,291.785,61.72,66.5742,51.29,11
214115.443,1220.16,8826.956,7736.508,10735.065,5410.575,68,68.47,41.91,11
6365.34,92.394,2070.767,211.95,311.703,76.917,32.98,34.48,26.64,11
64382,361.985,18477,2145,3875,1405,75.41,76.45,53.4,11
1641.331,36.847,492.735,126.82,162.217,84.342,86.64,96,63.27,11
118700,1053,43413,5359,8397,4754,63.7,64.255,43.26,11
25895,519.064,2824,3081,4300,2300,53.98,58.77,44.61,11
8170.048,55.007,2374.89,371.811,675.048,213.936,75.97,92.94,73.27,11
551669,7254.555,173113,31069,59286,13903,39.08,39.7,28.3,11
6717,541.203,2361,303,774,891,2.42,4.9,1.56,11
450.537,35.343,115.911,51.227,58.319,-12.566,18.08,19.31,7.11,14
206.865,44.822,4.452,11.852,15.551,14.048,35.17,41.65,21.7001,14
912.73,22.458,28.505,97.085,122.894,57.917,53.22,55.85,42.03,11
921.889,12.335,197.61,83.327,112.827,67.914,79.35,83.18,59.28,11
20596.6,153.506,3572,1756.3,2316.5,955.8,165.74,169.54,115.02,11
190.087,6.896,17.541,11.221,18.559,6.079,5.72,9.3299,5.17,11
245610,357.389,11974,5767,6845,2242,79.1,81.23,48.62,11
1579.367,22.514,228.186,125.339,204.04,103.129,102.44,102.96,72.11,11
1592.785,23.709,216.475,93.046,115.572,78.615,40.79,44.99,32.61,11
11365.444,174.419,1900.478,1563.122,,1520.534,212.96,266.76,193.89,11
30167,374.5,10532,3444,4222,2083,209.94,223.45,151.63,11
94903,215.437,74947,4173,,597,13.68,15.67,8.64,14
348.961,17.451,2.176,40.127,69.458,32.291,47.03,60.01,39.31,11
2043295.009,6847.633,244026.895,34018.747,36125.865,6541.516,7.41,7.56,6.36,11
1311.867,25.128,624.307,66.979,160.096,-97.026,3.69,7.3,2.26,11
358.933,15.228,106.383,19.285,27.557,12.066,13.54,18.945,12.7,14
959.816,11.807,475.713,105.303,201.547,114.656,9.9,26.56,7.1,11
345.324,31.882,104.649,-10.82,-9.22,-2.179,3.01,4.91,2.81,12
257.197,9.042,105.613,-0.519,7.059,-3.036,12.91,19.65,11.45,14
17966.522,512.877,8122.058,2656.752,3366.352,1674.271,85.54,85.98,60.98,11
18.876,1.962,6.851,-1.182,-1.174,-1.126,3.588,6.9615,2.64,14
45.076,3.49,0,3.303,4.444,3.03,10.51,13.2899,10.1,14
985.217,30.519,379.735,11.83,60.889,-32.417,15.97,19.64,13.92,11
2.917,1.85,0,0.617,0.645,0.631,5.05,10.49,1.81,14
24.419,6.987,0.127,-2.314,-0.828,-1.754,1.07,1.7,1.03,12
39350,547.293,5557,-210,1521,-605,22.52,34.31,19.34,11
539.422,26.097,57.476,-1.431,3.605,10.58,15.98,19.66,15.82,11
5634.6,126.085,1387.4,370.6,531.2,257.6,20.66,29.5,17.03,11
6309.82,46.354,1960.315,501.952,716.014,461.466,376.44,376.54,244.77,11
10781,115,3247,190,1122,121,25.43,37.29,21.44,11
1062.9,18.336,337.8,84.3,138.7,45.8,77.92,80.44,50.29,11
13226,80.928,5606,636,1294,-334,13.1,37.27,7.62,11
2787.014,166.41,440.536,540.221,651.202,467.468,68.19,69.9,29.58,14
18018,932.032,5562,5687,6737,5017,128.29,132.2,88.68,14
598.176,7.756,3.367,399.573,408.479,318.728,781.22,915.66,524.9,11
15018,227.956,3332,1054,1459,815,44.6,58,42.3,11
58381,398.74,17647,4259,6536,3696,324.87,330.14,210.07,11
5660.446,55.063,1890.499,422.83,571.607,133.275,74.29,76.8,42.05,11
1579.528,39.941,283.318,-38.479,63.452,-141.743,19.28,25.11,13.23,11
2882.54,84.634,2455.033,424.564,542.794,179.065,45.11,64.28,40.715,11
4859.9,75.539,1719.4,533.8,694.4,362.1,56.31,58.515,36.26,11
977.864,65.033,8.018,69.214,87.993,64.92,34.14,40.82,30.1553,11
25977.46,107.72,1348.988,1023.943,1039.943,760.79,105.25,107.28,73.52,11
2330.547,106.742,620.899,404.851,492.549,273.983,79.67,81.81,54.56,11
99279,938.4,43370,5786,8250,4140,69.16,70.64,47.98,11
128.122,7.381,35.194,11.05,17.615,8.067,31.86,34.18,18.73,14
8701.4,119.6,4707.4,376.6,660.2,137.6,22.15,26.63,16.03,11
36.527,3.673,2.734,0.781,3.145,1.545,3.99,4.55,2.5367,12
21.291,41.125,2.935,-16.042,-15.365,-16.099,4.74,6.84,1.8912,12
346.87,13.24,55.174,22.838,32.173,10.673,11.02,19.15,9.5,14
2191.614,39.309,16.822,157.509,233.709,146.527,300.02,301.39,176.27,11
33097,366,9830,2977,4063,2022,91.04,94.11,52.82,11
52611,251.216,18311,4547,6835,3009,88.09,96.03,77.02,14
13346.6,209.005,5779.9,603.3,1051.4,256.2,45.16,57.28,40.52,11
130.307,5.307,0,-3.25,-2.684,-3.116,6.3,7.06,5.19,14
592.151,18.462,111.541,13.31,36.024,2.456,25.26,27.79,15.9,11
2047.32,18.976,0,207.881,312.834,179.134,201.98,214.39,132.38,11
72724.171,2616.827,26207.455,11162.35,13386.516,6312.278,57.46,63.62,52.4,11
72724.171,2616.827,26207.455,11162.35,13386.516,6312.278,57.46,63.62,52.4,11
28933,246.2,8944,1267,2262,828,76.8,80.85,63.13,11
61673,692.101,25414,8499,10715,5919,180.79,181.59,132.17,11
2090.052,55.443,668.802,-586.82,-311.247,-553.879,0.6956,18.42,0.5955,19
9636.472,294.588,4495.437,369.526,376.192,184.965,46.7,50.61,38.18,11
12.363,4.594,0,5.396,5.572,4.762,19.65,20.89,17.74,14
173889,948,36808,19685,22405,13839,293.98,300,208.07,11
26561.355,49.098,158.772,420.265,476.523,243.6,68.64,71.97,59.88,14
1025.453,41.13,385.065,46.22,,27.75,15.73,16.32,11.37,11
57857,856.6,24209,8150,10510,4440,117.06,125.31,92.65,11
13.694,69.661,0.077,-3.659,-2.757,-3.673,0.385,0.8,0.34,12
13.467,13.406,0.142,-0.79,0.038,-0.55,0.302,0.94,0.1384,14
139716,864.366,39932,9546,13329,5537,149.76,151.07,103.23,11
7809,94,8768,583,1221,-130,26.78,31.63,16.02,14
1370.8,14.93,440.6,73.1,125.1,44.2,61.82,64.53,47.05,11
1740.151,42.272,608.399,166.99,222.005,82.047,66.09,75.21,54.77,11
