at,csho,dltt,ebit,ebitda,ni,prcc_c,prch_c,prcl_c,exchg
66.24,21.754,14.135,-3.05,-0.847,-5.659,8,8,3.575,14
234.905,39.203,117.605,-39.098,-34.298,-75.595,8.75,43.9,6.26,14
138.872,53.9,63.546,-13.672,-5.136,-26.82,1.02,2.8641,0.79,14
,20.99,,,,,12.63,12.77,10.2901,11
1532.077,99.825,1.142,176.754,229.488,155.21,58.88,60.15,38.01,11
6022.43,189.461,1078.202,42.748,245.221,626.698,282.32,303.17,168.47,11
186.979,50.349,0.226,-79.247,-79.153,-76.817,10.63,18.22,8.45,14
1722.069,58.766,907.803,140.159,140.159,30.581,14.05,14.88,13.01,14
61.089,2.591,0,1.181,2.135,-0.104,1.9786,4.93,1.85,14
3592.683,86.946,2301.344,191.09,387.901,130.573,22.07,24.29,15.12,14
1159.997,110.629,448.8,-6.884,56.357,-567.057,1.68,7,0.875,11
6592.2,96.8,1430,-17.3,135.4,-81.9,231.25,260.63,178.795,11
51.617,140.428,0,-28.424,-28.213,-27.905,2.6,3.13,1.5,12
1958.661,55.712,837.623,217.284,272.263,175.056,127.86,148.215,99.31,14
,33.257,,,,,15.4,15.41,12.95,11
10.942,26.707,0.418,-8.583,-8.343,-8.479,0.7625,1.4988,0.71,14
8.039,36.819,0.411,-8.987,-8.92,-8.908,0.171,0.525,0.1025,14
7543,114.356,3700,378,547,-188,9.68,18.67,4.3338,11
1213.916,91.6,0,473.456,473.456,473.456,12.81,13.855,9.36,17
922.733,58.505,393.011,89.267,123.999,43.688,14.91,18.48,13.3,11
845.076,46.011,8.808,16.136,33.201,-5.645,44.64,69.2,40.73,14
,32.224,,,,,9.44,9.98,8.17,12
240.148,16.557,96.542,9.202,11.704,2.55,4.41,6.585,3.55,14
1623.782,61.936,302.877,-192.798,-160.448,-251.576,48.03,50.96,27.53,14
17305,415.969,6367,1351,1957,-456,8.43,22.29,7.72,14
17305,415.969,6367,1351,1957,-456,8.43,22.29,7.72,14
3920.024,82.835,3392.008,432.896,469.779,242.024,75.54,84.735,62.09,14
7340.288,134.328,4272.84,471.881,684.457,148.449,23.34,23.5,12.96,11
50.459,107.636,0,-2.496,-2.496,-1.766,1.07,1.15,0.61,12
55.928,13.925,11.024,3.822,7.98,1.993,0.77,1.3,0.6,19
1245.779,7.472,46.975,19.844,21.513,10.518,18,18.49,12.6,14
5364,141.819,1382,312,378,202,30.5,30.85,14.82,11
1318.955,134.938,523.061,61.533,98.615,-101.494,1.57,3.03,1.4,19
,10.202,,,,,20.2,20.89,14.71,14
741.634,23.136,34.305,105.488,114.479,66.887,96.08,112.22,36,14
188.341,20.157,13.955,21.195,26.611,17.934,35.95,37.35,22.23,14
79.224,19.882,34.939,4.278,16.62,1.361,8.53,8.78,3.3297,12
1430.84,22.423,59.361,20.991,23.03,15.705,8.88,9.21,7.11,14
9888.5,43,0,-128.4,939.8,-3157.8,0.09,3.44,0.055,19
629.283,52.132,195.403,26.985,39.313,-10.075,5.51,5.69,2.58,14
1397.217,18.868,284.694,103.121,131.303,68.938,91.62,93.65,61.26,14
2818.826,23.8,36.28,139.924,157.732,92.894,18.49,27.64,12.66,11
1351.825,17.557,809.357,111.567,155.239,39.838,8.83,9.25,4.656,11
7453,88.103,5497,931,1052,507,51.69,52.28,34.77,11
2598.613,39.176,592.313,469.004,500.027,297.436,74.76,98.9,69.98,11
,32.397,,,,,17.71,22.17,16.1102,11
580.98,78.062,264.224,4.297,54.999,-18.423,4.21,9.35,3.575,14
3010.803,16.303,1269.869,363.95,519.802,232.117,174.04,183.26,98.18,14
850.207,255.418,203.036,-300.74,-295.965,-356.388,9.74,14.615,7.11,14
269.551,56.162,58.18,9.248,13.072,14.084,3.16,3.52,2.11,11
1937.858,38.46,4.373,163.649,188.282,138.808,116.38,119.44,73,14
955.171,12.039,22.58,24.351,25.267,12.953,12.05,12.1,11.11,19
8202.046,75.122,4645.312,404.666,760.687,156.575,32.01,32.47,16.895,11
251.284,85.993,46.585,-114.4,-103.972,-136.223,0.7845,1.07,0.508,12
8758.5,418,3226.6,1065.5,1323.2,1058.3,26.78,28,16.81,11
1012.329,49.734,172.209,147.291,210.164,116.769,66.15,66.9,39.24,11
,12.55,,,,,10.4,10.49,8.39,11
90.382,68.941,0.24,-0.869,-0.802,9.971,4.83,5.3725,3.06,14
414.44,20.087,391.125,-19.842,38.136,-51.142,0.3017,3.6,0.2166,12
42.572,17.893,9.368,-4.086,-2.139,-1.193,0.7,1.9,0.452,14
9349.301,175.37,4629.188,261.284,,363.713,43.9,45.08,32.65,11
7353.986,362.449,3615.151,953.216,1084.183,600.72,14.85,19.38,12.105,11
40.616,42,0,-4.172,-1.271,-3.582,0.56,1.43,0.399,14
7515.689,105.449,566.702,201.215,406.515,-114.933,55.96,69.235,41.41,14
14.561,1.777,0.746,-6.671,-6.359,-2.946,4.36,10.35,3.33,14
6556.885,158.54,1195.804,399.003,550.005,413.333,121.25,128.8,53.62,11
16.718,37.337,3.619,-8.206,-8.003,-12.956,0.1715,1.7676,0.1119,14
193.012,65.692,1.377,14.629,38.046,5.832,5.54,5.84,2.73,12
965.59,1464.544,478.942,-61.226,23.449,15.324,0.5187,0.725,0.3365,12
49.014,57.078,1.926,-45.664,-45.445,-47.057,0.96,1.95,0.82,14
2683.019,24.789,1392.535,201.074,297.579,131.253,9.18,15.4,5.355,11
2722.17,24.182,65.152,55.02,60.652,33.167,16.35,16.85,13.12,14
,21.881,,,,,21.72,24.58,17.52,11
439.913,11.497,135.233,10.047,25.074,4.841,31.78,40.7,26.39,14
8001.624,1.194,44.991,4.041,4.359,-2.054,3.95,9.5,2.79,12
1830.465,48.665,466.867,140.875,226.275,82.327,22.24,23.98,17.8,14
1493.3,47.992,634.6,238.2,310.3,214.5,93.97,104.5,57.38,11
,22.7,,,,,4.12,5.564,3.55,11
2098.446,116.725,1594.542,457.791,565.191,271.623,18.25,21.98,11.46,11
2730.436,53.011,58.378,290.87,387.138,180.234,144.92,182.17,107.52,14
112.376,103.397,0.647,31.823,31.877,31.875,3.75,7.67,1.85,14
5467.207,59.372,653.271,248.343,408.066,171.585,22.1,25.89,14,14
41.666,159.792,,-45.488,-44.79,-44.582,1.23,2.03,1.16,14
215.169,34.521,3.82,-12.958,-8.714,-8.659,8.5,9.28,5.9,14
2327.3,51.7,820.5,169.6,277.8,54.5,53.95,67.45,39.11,11
22.141,169.539,16.356,-11.49,-11.318,-12.452,0.3,0.665,0.248,19
43749.244,131.583,26082.974,2463.182,4139.303,1145.694,61.47,62.86,38.62,11
,27.209,,,,,13.4199,13.64,10.9712,11
792.652,25.777,378.225,57.434,159.727,36.878,15.74,18.36,11.77,11
,149.8,,,,,12.52,12.68,10.095,11
915.99,48.913,246.814,257.357,279.373,170.707,59.94,62.85,37.52,14
371.218,52.839,14.354,0.909,9.411,-7.189,4.73,9.23,3.61,14
6.584,3.866,0.149,-8.632,-8.488,-8.352,0.99,13.778,0.7,14
663.865,49.008,456.229,-83.793,-83.79,-93.321,11.47,12.54,6.84,11
4283.7,64.223,1588.5,238.9,367.3,127.2,36.21,38.15,23.89,14
1751.46,51.049,1265.051,-10.654,64.02,-31.919,7.05,11.56,6.23,14
218.755,47.478,79.872,14.729,21.437,3.341,2.53,4.5,2.14,14
310.374,44.83,153.864,11.306,11.306,-12.5,2.12,3.8,1.99,14
4923.267,411.149,2825.712,241.088,590.467,-349.511,1.54,1.78,1.03,11
9488.422,479.109,4744.284,761.068,1412.273,373.173,24.17,26.97,16.95,14
66.933,3.266,0,3.318,9.347,1.632,2.82,7.37,1.7683,14
,103.866,,,,,13.98,14.02,11.13,11
777.085,204.723,61.793,8.889,58.514,20.421,2.34,3.47,1.68,14
52.248,47.412,0.052,3.764,4.812,2.021,1.45,2.1232,1.16,14
593.086,5.016,10.964,9.677,10.236,4.103,18,18.9,13.26,14
4070.516,45.097,373.338,80.384,81.119,52.059,18.6,19.5,14.63,14
584.954,24.064,6.833,46.662,56.55,41.074,61.74,95.38,48.61,14
2119.789,55.764,60.933,224.877,321.747,205.095,117.18,121.125,78.8589,14
15.992,47.595,5.426,-14.258,-14.197,-16.112,0.91,4.05,0.5307,14
1130,77.569,947.9,161.7,202,36.1,7.29,8.93,5.64,14
,106.59,,,,,8.95,9,7.1414,11
,19.003,,,,,9.3,9.72,9.04,11
,38.968,,,,,24.05,24.17,19.7301,14
1682.594,49.956,0.14,154.15,178.352,71.918,24.02,25.26,13.79,14
169.193,5.36,0,2.104,6.572,9.738,14.05,16.53,12.35,14
4004.1,31.355,18.4,194.4,203.4,157.1,41.75,47.45,39.31,11
87.946,36.167,13.106,-5.976,0.376,-31.548,2.2,2.6,0.91,14
19363.315,21.512,1225.992,921.408,956.991,938.089,206.86,213.99,158.7249,14
59.085,25.527,18.583,-0.7145,1.4305,0.168,7.78,8.99,4.1,14
2073.437,147.289,968.105,12.738,272.714,-30.977,3.15,5.9699,1.8,19
438.181,88.522,159.844,4.281,12.547,-16.43,2.82,5.4,2.35,14
71676,76.75,124,1800,1831,161,46.62,59.32,44.5,14
1799.427,11.321,79.735,23.48,24.873,12.623,16.95,17.73,14.15,14
1252.635,48.951,561.953,56.652,56.652,58.192,10.28,10.57,8.93,11
4903,56.881,1007,266,559,84,38.24,53.89,31.72,11
14542.356,279.963,3902.337,142.512,165.462,80.237,19.68,20.45,15.88,14
11.155,2.798,0,-6.283,-5.673,-9.474,1.54,16,1.33,14
418.049,147.778,37.351,8.25,16.862,8.871,6.05,11.75,4.11,14
,302.863,,,,,8.78,9,7.28,11
,27.709,,,,,22.66,23.2016,18.29,11
4006.108,26.334,11.5,55.626,60.961,26.575,23.72,24.25,14.85,14
973.006,67.994,367.615,60.136,117.284,29.497,2.64,6.595,1.23,12
190.198,22.055,7.368,3.897,19.201,2.221,0.94,1.3,0.4511,12
91.543,18.979,49.905,2.569,6.289,-4.164,0.2547,1.21,0.1615,14
607.689,35.772,57.5,-443.069,-284.511,-449.305,4.24,9.345,3.2,11
19384,484,17666,2047,2574,1175,39.81,49.3,35.25,12
3880.7,114.3,1470.4,652.7,825.3,482.1,123.54,136.99,92.4385,11
1355.193,36.994,93.814,-43.996,-43.975,-3.986,10.11,12.6,8.03,14
11.742,12.007,0.153,-13.926,-13.899,-13.812,4.63,5.05,3.89,14
530.866,11.218,204.879,30.506,30.506,55.739,24.95,26.39,19.9,11
2011.587,20.459,115.62,31.009,32.696,13.445,11.05,12.1,10.29,14
,44.939,,,,,5.66,5.74,4.64,11
,11.899,,,,,8.5,9.54,7.91,11
,16.029,,,,,14.62,14.96,11.68,11
40.004,16.214,16.57,-8.458,-5.934,-11.505,0.6199,1.76,0.5,14
703.462,18.178,231.989,40.132,69.393,-122.455,13.44,17.36,9.68,14
32585.506,671.158,12003.385,3573.267,3670.566,2049.682,55.94,56.69,28.51,11
5828.017,117.152,3135.821,407.396,668.508,191.386,33.85,43.51,31.52,11
2901.765,17.479,1884.922,130.282,244.209,31.011,28.98,29.51,17.87,11
221.608,28.143,50.643,22.739,27.738,16.875,26.1,30,11.6,14
97.324,19.304,17.6,-50.992,-45.354,-49.984,16.24,20.5,10.98,14
40.281,4.186,0.255,10.911,10.972,11.593,14.4,18.23,9.98,14
1285.838,67.045,683.758,83.383,83.383,15.925,6.53,7.34,5.84,14
1142.9,62.685,902.3,50,77.9,11.6,171.2,187.25,70.8,14
11.22,27.938,0.505,-9.24,-9.175,-9.658,0.64,4.04,0.229,12
,66.824,,,,,6.99,7.18,6.01,11
230.257,19.509,108.807,0.013,1.216,-6.549,3.23,4.67,2.89,11
1628.338,181.134,390.282,-202.846,-83.065,-386.618,7.94,8.08,2.8,14
19694,335.089,3395,2260,2950,1844,95.84,97.99,72.24,11
,85.408,,,,,6.48,6.565,4.91,11
5538.897,56.141,1725.096,642.349,1012.505,523.367,149.28,154.24,116.52,14
209.369,118.368,13.488,-15.725,4.34,-16.044,4.08,4.72,2.2,14
80.164,2.581,1.033,-0.488,-0.321,9.836,18.335,33.635,15.64,11
40.247,59.562,0.866,-29.067,-28.059,-32.147,4.31,4.95,2.68,14
113996,310.157,20454,4778,4942,2957,84.82,92.98,57.79,11
,14.354,,,,,5.98,6.51,5.16,11
,107.527,,,,,5.89,5.89,4.93,11
,8.333,,,,,14.88,15.02,13,12
13675.8,103.85,9736.8,235.8,654.5,-149.1,7.24,17.065,7.15,11
2198.286,34.563,220.062,49.841,63.11,18.361,8.14,8.3,5.35,14
,18.566,,,,,11.52,11.63,9.1601,11
54.165,7.175,0,-8.815,-7.686,-14.389,1.4484,5.6,1.37,14
513.307,42.63,133.095,-52.517,-38.647,-69.081,59.92,75.395,29.36,11
17.235,16.806,0.473,-15.663,-15.423,-15.303,0.5069,0.8499,0.365,12
723.695,70.065,241.565,-62.724,-19.87,-338.996,4.94,23.89,1.43,14
774.063,68.836,313.57,57.467,57.467,-6.887,4.965,6.64,4.58,14
,59.195,,,,,8.69,8.8,6.44,14
,12.007,,,,,10.4,10.55,8.61,11
,14.484,,,,,17.32,17.75,13.25,11
,74.094,,,,,11.35,11.39,10.21,11
1337.067,30.133,521.851,83.452,115.741,47.902,45.33,57,31.99,14
1396.128,53.696,15.834,221.216,244.703,196.216,158.06,160.25,101.87,14
24732,197.689,3974,21,2142,-705,87.57,126.54,61.37,11
4037.1,51.267,902.5,381.3,504.9,245.8,135.5,146.675,102.72,11
278.321,53.918,26.099,19.262,29.005,12.551,3.01,4.44,1.5,11
301.94,40.83,264.551,36.148,61.681,18.412,1.13,2.4,1,14
4450,118.2,2530,887,1054,604,48.32,52.67,41.26,11
469.231,29.555,117.739,12.142,36.045,13.92,8.11,12.43,5.26,14
9.147,2.434,1.879,-6.594,-6.487,-4.797,1.49,10.47,1.25,14
4454.184,190.118,1662.621,406.694,535.024,304.881,42.17,44.55,26.23,11
3281.354,130.349,611.464,889.11,1051.043,645.596,231.67,235.4961,118.28,14
,38.142,,,,,18.09,21.15,17.9,11
,63.667,,,,,9.33,9.66,7.92,11
2318.178,26.972,866.934,168.92,187.968,81.611,25.18,30.17,13.6,14
4781.691,49.71,808.026,-153.161,-93.775,-171.999,571.94,698.98,282.88,14
26294,417.706,3802,1930,2464,6412,151.79,206.799,128.69,11
16349.228,221.809,7360.476,1007.978,1583.123,327.478,22.84,23.52,8.84,11
104.549,15.264,20.576,-4.427,-0.023,-3.538,5.15,6.99,4.1875,14
623.175,177.228,45,16.459,54.304,16.397,7.45,7.61,4.4,11
7.436,9.171,0.566,-5.73,-4.875,-5.298,1.94,3.8,1.09,14
323.31,1.914,40.917,1.591,2.016,-0.513,17.38,19.3292,16.29,14
,6.734,,,,,10.23,10.736,8.3296,11
2057,110.9,567,61,211,-20,26.77,49.42,23.71,11
2635.882,66.949,336.885,69.42,128.837,3.055,1.79,3.27,1.51,14
3568.196,83.148,257.25,-193.026,,-131.903,0.75,1.85,0.4601,14
178.853,14.621,7.539,-14.481,-12.222,-15.258,1.86,7.32,0.7805,14
,8.424,,,,,5.4027,6.44,5.07,11
282.551,26.9,12.338,12.04,23.056,-11.698,0.5459,9.9,0.45,14
3665.159,30.898,2142.248,285.84,426.638,225.877,19.6,23.21,10.42,11
,11.044,,,,,7.07,7.1,6.45,11
14.827,51.055,4.65,-20.232,-19.25,-25.614,0.515,3.23,0.4331,14
4204.439,84.795,3236.07,755.701,835.11,563.648,258.18,267.51,141.06,11
5880.238,80.234,2593.61,877.992,1039.105,559.88,92.25,94.7,59.48,14
2711.549,64.241,1082.612,207.624,207.624,129.569,43.11,44.35,33.4265,11
2913.757,116.496,1427.121,103.145,,48.844,17.66,19.18,15.45,14
1341.885,10.253,2.279,18.202,20.042,10.369,14.94,17.24,13.2,14
5202.617,56.818,3567.326,213.849,476.312,56.724,10.71,14.17,6.4,11
3905,100.531,1224,576,863,380,40.43,55.5228,33.71,11
97.669,26.791,0,6.809,14.197,8.698,3.3,5.17,2.92,14
199.452,18.009,14.235,68.364,69.403,8.462,8.62,10.42,7.23,11
4863.872,56.609,1698.718,901.094,1196.693,705.945,253.14,368.83,222,14
4512.519,116.317,3294.86,583.063,1091.145,-246.948,1.79,6.82,1.1256,19
494.161,53.695,14.829,67.408,69.881,27.134,25.97,35.55,19.39,14
97.706,12.566,3.121,-33.375,-32.357,-31.477,0.995,3.2,0.9,14
354.897,15.178,9.495,24.862,40.458,10.013,27.39,34.97,21.51,14
2361.909,53.487,1299.2,130.419,181.473,110.534,45.37,63,37.3,14
596.009,28.714,182.47,20.191,37.656,9.663,9.77,14.44,6.59,11
1397.239,21.285,415.949,47.49,,7.054,22.1,25.49,9.2,11
2467.218,43.028,148.138,-22.944,-11.284,-29.872,12.61,16.98,10.72,14
5055.302,49.175,490.073,69.405,73.239,40.235,16.96,17.55,13.345,14
236.099,15.735,31.462,-20.164,16.799,-54.937,2.8951,14.05,2.57,12
27118.671,187.226,8313.165,1663.598,1663.598,413.551,20.56,21.43,17.63,11
34.801,2.702,0,-1.827,-1.658,-1.147,8.32,10.0854,7.5,14
1253.517,10.988,442.402,57.636,110.891,-62.134,18.62,21.3,11.43,11
52.03,7.307,0,-3.414,-1.662,-1.364,0.6798,2.35,0.61,14
52.215,17.784,34.697,5.104,7.304,0.577,2.53,2.7021,0.738,14
975.343,22.335,130.279,25.096,51.696,13.953,14.78,21.88,12.88,14
819.606,40.24,5.06,45.486,98.386,37.209,20.35,37.43,18.9005,11
5280.6,189.381,82.6,410.2,673.4,344.1,103.3,104.07,67.97,11
738.007,3.892,27.562,11.317,11.317,3.94,28.7,29.25,22.6,19
7421.664,53.938,1732.943,309.861,324.391,68.345,3.78,5.1,3.59,11
2910.379,21.751,66.738,48.349,48.349,49.855,18.35,19.791,15.11,14
72.563,30.266,12.893,13.138,14.7,12.462,3.35,3.84,0.56,14
,2.4,,,,,22.99,24.415,17.57,17
2683.071,1030.4,235.821,469.504,723.269,293.382,4.01,4.07,2.4,12
1455.7,47.997,460.5,36.7,37,33,20.85,23,13.02,11
2229.476,33.655,908.807,129.427,253.429,41.362,23.97,24.51,7.2,11
394.844,29.592,85.385,5.17,31.266,-5.359,5.19,5.93,1.8,11
7154.298,97.794,2486.674,108.178,598.943,-62.917,43.31,46.74,35.06,14
56308,293.5,21244,1709,2923,233,49.99,52.83,34.05,11
719.853,2.567,8.01,15.722,16.653,6.679,36,38.23,32.9718,14
122.866,16.557,17.769,-2.345,5.152,-4.523,1.66,2.59,1.27,14
141.045,21.41,23.12,-13.206,-3.728,9.292,2.82,4.465,2.75,11
6343.694,51.064,500.625,109.068,112.795,66.996,20.09,20.86,14.15,14
97.097,31.179,1.795,-13.268,-10.748,-17.561,1.3609,4.5,0.9002,14
218.577,34.935,20.972,-0.825,2.621,-0.255,48.59,52.54,25.83,14
21327,180.813,8733,1218,1800,621,122.85,129.8946,88,11
685.72,34.023,205.141,60.736,103.712,29.844,46.3,80.92,37.0672,14
10.226,13.064,0,-5.968,-5.673,-9.455,2.16,3.71,1.2261,14
34.721,17.538,0,-16.846,-14.61,-27.132,0.9725,2.61,0.65,14
72574,2161,16729,15401,16057,12080,187.9,189.8862,127.88,11
7386.832,118.059,2420.583,357.059,568.428,-527.646,36.38,36.78,20.01,11
1255.318,36.842,57.79,124.999,154.943,120.955,64.84,65.89,42.33,11
471.314,23.191,98.082,26.351,44.6,8.363,31.37,32.58,20.47,14
122.933,16.972,1.713,-54.525,-49.667,-50.878,2.23,11.6175,2.01,14
42875,1555.895,27225,11566,12530,7185,85.09,92.74,65.735,11
99.517,32.937,23.166,-6.375,-4.265,-5.813,1.82,3.39,1.01,14
2228.6,62.7,619.5,238.2,293.9,121.4,33.31,46,26.01,11
3855.997,48.573,288.674,36.639,341.235,-14.555,85.74,96.87,62.0206,14
209.083,60.235,20.352,-58.303,-57.753,-55.489,39.55,39.75,6.16,14
414.25,45.272,10.752,-172.783,-171.515,-419.503,52.13,56.5,35.25,14
5310.742,308.29,1986.49,143.371,403.013,18.642,18.55,21.22,12.66,11
188.774,55.262,11.533,10.364,14.759,10.913,9.79,12.04,6.555,14
60899.319,560.008,26084.952,6234.68,6283.78,2005.049,29.17,30.18,18.58,11
1721,34.704,11,95,202,96,18.03,26.18,9.61,11
645.11,33.022,156.414,53.077,102.663,-46.73,17.08,20.42,13.31,11
151.736,42.498,2.37,-23.518,-18.295,-21.968,21.57,41.27,18.75,14
264.812,69.956,58.144,-51.396,-35.591,-64.79,3.48,14.9,2.12,14
149.073,58.877,24.951,-12.549,-10.979,-11.935,15.99,22.49,12.68,14
578.439,129.554,33.778,17.58,51.649,13.631,2.71,4.39,2.06,11
113082,540.9,2553,3147,3147,688,17.68,18.29,14.51,14
4.387,39.908,0.01,-76.87,-76.827,-54.355,,,,14
826.666,26.23,187.773,35.567,73.954,14.846,20.7,25.95,18,14
802.609,7.765,154.195,48.055,50.213,26.576,45.65,51.93,36.7202,11
2325,81.408,714,120,183,39,13.64,18.925,10.73,11
344.655,126.412,4.248,-206.872,-205.703,-197.556,27.68,29.675,8.26,14
1690.289,48.105,133.293,269.097,295.713,259.175,95.79,132.72,76.48,14
1265.222,7.665,64.619,17.685,18.491,9.332,23.09,23.75,18.9929,14
1114.643,104.251,536.995,44.528,94.838,16.038,1.7,2.38,1.28,11
20.599,15.879,0,-5.545,-5.414,-6.534,0.45,1.07,0.4013,14
2200.465,9.252,20.977,47.678,50.664,27.932,39.19,40.8,33.2,14
1481.038,140.961,473.367,100.335,100.335,126.16,5.46,5.75,4.2001,14
22346.545,144.256,1350,738.361,738.361,364.101,16.65,17.33,14.25,11
719.878,28.945,297.913,28.898,67.431,6.06,14.27,16.95,12.195,11
1555.955,15.873,1000.164,49.966,117.858,-65.441,8.5,11.52,3.2,11
3962.8,149.698,1478.9,295,488.3,108.8,64.48,64.8,43.94,11
50.309,4.966,39.581,-5.076,-2.435,-10.443,7.58,18.15,0.0045,14
19845,768.76,2885,1744,2313,1503,59.42,59.745,39.85,14
355.35,33.553,0,20.702,33.425,21.254,8.09,9.12,3.89,11
947.969,13.036,285.749,78.167,144.406,17.828,303.44,434.94,211.11,14
381.069,89.843,149.95,-25.08,-24.297,67.012,4.16,6.43,3.6,11
1914.9,31.667,720.6,226.4,292,129,112.66,127.97,68.06,11
3627.1,119.719,1460.1,352.3,436.4,180.1,32.62,33.11,22.06,11
16469,132.3,11261,842,1455,404,47.49,59.16,36.98,11
670.397,37.87,337.976,-127.38,-68.376,-340.937,9.21,14.75,7.3,19
1007.871,16.649,174.309,54.235,98.751,37.69,32.59,38.14,26.99,14
7055.2,163.162,2859.7,879.9,1203.6,449.9,149.34,164.97,104.92,14
30.586,20.152,24.671,-15.593,-13.844,-17.593,0.249,1.4,0.05,12
22.86,21.799,1.194,-3.531,-3.367,-3.692,2.3,6.1,2.2,14
67493,398,30011,4532,10313,2724,316.02,331.2,230.3327,14
90.584,11.055,24.003,10.808,14.242,11.145,11.07,11.483,4.51,12
3.038,9.177,0.146,-4.218,-3.817,-4.258,1.21,2.02,1.15,14
201.107,24.06,5.081,-12.938,2.243,-12.956,18.14,26.8756,13.76,11
1222.579,2.35,202.273,31.803,33.487,16.177,67.1,68.77,49.17,14
3205.739,162.475,646.211,62.281,252.955,-182.178,9.815,12.4,8.75,14
1698.218,36.032,282.304,-142.57,-70.443,-166.86,15.43,17.74,7.01,14
57.388,12.446,2.435,-33.731,-31.524,-32.84,33.56,66.5,14.19,14
42.962,95.232,0,-14.86,-14.568,-13.933,1.875,2.45,1.16,12
822.246,47.079,664.385,41.087,117.387,-20.973,2.7147,3.98,2.16,14
1713.056,4.367,87.627,52.007,52.007,22.717,63.79,64.41,42.61,14
1877.7,16.516,950.1,49.3,164.9,-5.6,21.36,35.27,13.87,11
2553.234,73.602,1331.949,21.929,201.373,-329.082,6.15,18.72,4.38,11
29.892,10.633,0,-30.417,-30.173,-30.276,1.81,9.46,1.6,14
250.138,30.327,22.409,-28.232,-18.003,-54.812,2.06,10.55,1.33,14
8.536,1.594,0,-5.814,-5.796,-5.482,5.7107,20.4499,4.89,14
,15.511,,,,,16.21,18.86,14.81,11
1079.954,9.217,10.863,16.832,18.853,4.286,12.49,13,9.9,14
1871.685,51.886,0,167.239,,144.16,9.79,22.27,5.43,14
4193.136,48.202,1851.748,106.32,106.32,30.335,32.14,35.62,23.36,14
,12.183,,,,,20.91,22.4973,19.51,11
47.841,61.83,1.481,-29.029,-26.348,-29.307,0.7004,3.29,0.48,14
,1.531,,,,,13.988,14.29,12.44,11
,2.35,,,,,14.2976,14.88,13.14,11
,1.219,,,,,14.595,16.4899,11.96,11
,3.302,,,,,15.8,17.5,15.06,11
4977.018,51.127,3934.94,94.481,,72.968,15.42,16.9,13.5701,11
,15.238,,,,,21.64,24.75,18.55,11
5160.971,53.524,2210.668,325.757,325.757,70.699,10.33,10.75,8.26,11
32.39,3.786,2.309,0.586,2.253,0.686,11.69,13.96,8.8,12
,10.828,,,,,22.9,23.07,18.38,11
18.551,19.629,0.125,-1.688,-1.518,-1.261,1.165,2.84,1.1283,14
2086.313,9.241,153.183,31.978,33.149,21.995,30.94,32.45,25.78,14
636.748,15.617,73.465,42.23,52.804,25.237,97.22,97.67,57.94,14
385.119,15.454,307.589,16.089,53.619,-307.969,19.33,27.0797,15.3,14
265.986,271.177,203.78,-151.205,-150.592,-176.145,2.42,6.09,1.82,14
11771.351,100.182,2408.87,488.087,488.087,226.357,22.29,23.35,18.39,11
,6.951,,,,,16.96,19.69,15.41,11
1019.464,121.551,0.252,78.937,85.782,66.467,5,7.73,4.14,11
8417,101.572,2005,219,548,766,89.71,91.13,64.28,11
3885.5,171.7,30.6,344.2,405.8,326.5,106.76,110.28,65.06,14
78042.336,282.201,10734.683,645.87,,509.664,24.86,25.56,19.28,11
29.413,21.878,6.661,-6.506,-6.43,-11.481,0.2727,2.7918,0.1917,14
1350.369,37.484,154.892,-28.389,-2.492,-60.761,3.95,7.4,3.75,11
34.331,10.722,0.572,6.254,7.088,5.225,8.37,19.2,5.66,14
6581.2,128.833,2233.6,357.6,546.3,188.5,21.79,63.175,20.38,11
136.969,54.201,190.531,-63.382,-61.592,-84.486,14.09,20.92,10.8797,14
557.632,167.798,251.199,-195.182,-184.241,-292.068,3.38,6.5,1.39,14
19832.184,487.778,8771.864,-143.044,,-1048.807,4.75,6.21,4.32,11
6888.363,153.537,3547.533,404.69,404.69,230.174,18.29,19.76,16.43,11
,24.95,,,,,14.87,15.05,12.85,11
929.1,114.021,421,92.7,148.4,12,12.98,13.19,7.46,14
3623.557,131.632,1792.354,10.12,307.825,-161.999,24.64,28.24,17.79,14
22.434,50.631,9.581,-27.475,-26.947,-27.365,3.77,7.75,2.77,14
120.76,43.396,42.745,-2.774,4.239,-7.328,1.54,1.87,0.9401,14
92.495,16.141,21.585,-24.832,-21.026,-24.121,4.66,5.9276,2.35,14
2665.669,62.565,867.545,372.163,433.072,252.007,100.59,102.815,48.42,11
3.797,22.086,0,-7.835,-7.328,-8.085,0.825,0.8357,0.086,19
35921.622,272.936,1029.456,1133.02,,323.962,14.62,15.15,12.055,11
35713,1228.828,8419,1736,4023,2194,13.2,14.31,9.19,11
5162.025,28.61,529.54,-247.434,-226.974,24.631,15.75,18.36,13.1,14
317.093,75.874,53.154,8.083,22.023,-1.747,2.5,7.4699,1.26,14
13272.42,58.877,0,388.447,388.447,-249.905,17.87,21.5358,16,11
6498.555,130.485,2485.458,231.778,,115.442,26.81,34.35,24.51,11
2108.464,67.253,459.098,62.652,,55.516,54.14,58.205,33.975,11
2.334,17.807,0,-3.803,-3.025,-4.451,0.34,1.7509,0.3319,14
22.376,4.057,0.27,-12.078,-11.373,-19.391,2.61,11.5,2.35,14
617.183,43.414,216.944,-51.874,-42.422,-79.352,2.6678,3.6,1.85,11
